"ID";"bg"
"PuppetSpreadHeresyAction.src_messages.fail_revealed";"Силните религиозни основи на {owner.mission_kingdom} не можаха да бъдат разклатени от {target}. Нашият {owner} за съжаление беше разкрит."
"PuppetSpreadHeresyAction.src_messages.fail_revealed#2";"{target} се опита да разпространи ерес в {owner.mission_kingdom}, но бързо се провали, тъй като хората там се оказаха предани последователи на {target.kingdom.religion:ism}. По някакъв начин {owner.mission_kingdom:ians} също откриха, че {owner} е основната фигура зад този заговор."
"PuppetSpreadHeresyAction.mission_kingdom_messages.success_revealed";"{src_kingdom:anian:cap} разпространява ерес в {realms}! Нашите хора там са се върнали към езическите пътища."
"PuppetSpreadHeresyAction.mission_kingdom_messages.fail_revealed";"Хванахме {src_kingdom:anian} да се опитва да разпространява ерес по нашите земи! За щастие нашите бяха силни и устояха на отровните думи на шпионина."
"PuppetSpreadHeresyAction.cancelled_message_caption";"Разпространението на ереста е спряно"
"PuppetSpreadHeresyAction.cancelled_message_texts.all_provinces_are_of_religion";"Изглежда усилията на {owner:s} вече не са необходими, тъй като всички провинции на {owner.mission_kingdom:s} вече са приели езически вярвания."
"SpreadHeresyEvent.caption";"Ереста се разпространява в нашето кралство"
"SpreadHeresyEvent.body";"Хората започнаха да хвалят фалшиви богове в {realms}! След като разпитахме някои от местните жители, открихме, че чужд шпионин разпространява тези фалшиви вярвания."
"SpreadHeresyEvent.body#2";"Сър, шпионин е сред нас, разпространявайки фалшиви вярвания в нашите земи! Името му остава неизвестно, но делото му е за съжаление извършено. Нашите хора в {realms} са се поддали на езичеството."
"SpreadHeresyEvent.body#3";"Шпионин от друго кралство разпространява ерес в {realms}! Нашите хора там са се върнали към езическите пътища."
"PuppetPreachAction.name";"Проповядвайте нашата религия"
"PuppetPreachAction.tooltip";"Накарайте {owner} да проповядва нашата религия в една от {owner.mission_kingdom:s} провинции"
"PuppetPreachAction.prepare_status_text";"{owner} раздава свещени свещени текстове на {owner.mission_kingdom:s} хора, надявайки се да обърне някои от тях към нашата религия."
"PuppetPreachAction.inline_descr";"Преобразувайте някои от {owner.mission_kingdom:s} провинции в {own_kingdom.religion} религия"
"PuppetPreachAction.mk_inline_descr";"Преобразувайте някои от нашите провинции в {own_kingdom.religion} религия"
"PuppetPreachAction.src_messages.success_undetected";"Сър, {owner} успешно разпространи нашата религия в {realms}! Хората там вече са напълно обърнати и споделят нашите вярвания."
"PuppetPreachAction.src_messages.success_undetected#2";"Удивително е как само след кратко време {owner} успя да отвори очите на хората в {realms} и сега те следват нашата религия."
"PuppetPreachAction.src_messages.success_revealed";"Благодарение на влиянието на {owner} над {owner.mission_kingdom:s} духовенство, {realms} сега следват {owner.kingdom.religion:ism}! За съжаление трябваше да се плати цена и нашият шпионин беше разкрит като главният подбудител зад тази внезапна промяна."
"PuppetPreachAction.src_messages.success_revealed#2";"С помощта на {target}, {owner} разпространи добрата дума за {owner.kingdom.religion:ism} в {owner.mission_kingdom} и успя да преобразува религията на {realms}! Въпреки това, местният {owner.mission_kingdom.cleric_title:s} бързо се усъмни и разбра, че нашият шпионин стои зад това, заклеймявайки го като еретик."
"PuppetPreachAction.src_messages.fail_undetected";"Религиозните вярвания на {owner.mission_kingdom:ians} се оказаха трудни за разбиване, тъй като {owner} се сблъска с трудности и не успя да преобразува нито една от своите провинции в {owner.kingdom.religion:ism}."
"PuppetPreachAction.src_messages.fail_undetected#2";"{owner} се опита да разпространи {owner.kingdom.religion:ism} в земите на {owner.mission_kingdom:s} с помощта на {target}. Нашият шпионин обаче бързо откри, че марионетката му почти няма познания за нашата религия, но само желанието да я разпространи сред хората на {owner.mission_kingdom}."
"PuppetPreachAction.src_messages.fail_undetected#3";"{target} се опита да помогне на нашия шпионин в разпространението на {owner.kingdom.religion:ism} в земите на {owner.mission_kingdom:s}. Уви, разбирането на нашата {owner.mission_kingdom:ian} марионетка за {owner.kingdom.religion:ism} беше почти толкова ужасно, колкото и изказването му."
"PuppetPreachAction.src_messages.fail_revealed";"Уви, силните религиозни вярвания в {realms} не можаха да бъдат разклатени. Заслепена от ярост, нашата марионетка определи {owner} като свой сътрудник!"
"PuppetPreachAction.src_messages.fail_revealed#2";"Опитите на {owner:s} да конвертират {realms} бяха посрещнати с яростно неодобрение и неуспешни. Нашият шпионин беше разкрит от {owner.mission_kingdom} и беше обявен за еретик!"
"PuppetPreachAction.src_messages.plot_revealed";"Нашият {owner} беше разкрит, докато подготвяше парцела си за {inline_descr}!"
"PuppetPreachAction.mission_kingdom_messages.success_revealed";"{src_kingdom:anian:cap} шпионин беше разкрит, разпространявайки религията на своето кралство по нашите земи! Успяхме да хванем шпионина, но закъсняхме твърде много: нашите хора в {realms} вече са превърнати в {owner.mission_kingdom.religion:ism}."
"PuppetPreachAction.mission_kingdom_messages.fail_revealed";"Сър, открихме, че {src_kingdom:anian} шпионин се опитва да разпространи {src_kingdom.religion:ism} по нашите земи! За щастие фалшивите му проповеди не можаха да отровят умовете на нашия народ."
"PuppetPreachAction.mission_kingdom_messages.fail_revealed#2";"Хванахме {src_kingdom:anian} шпионин, опитващ се да разпространява {src_kingdom.religion} вярвания в нашите земи! Той не можеше да направи много, тъй като навреме разкрихме лъжливите му проповеди."
"PuppetPreachAction.mission_kingdom_messages.plot_revealed";"{src_kingdom:anian:cap} шпионин беше разкрит, докато се подготвяше за {mk_inline_descr}!"
"PuppetPreachAction.cancelled_message_caption";"Проповядването на религията е спряно"
"PuppetPreachAction.cancelled_message_texts.all_provinces_are_of_religion";"Изглежда, че усилията на {owner:s} вече не са необходими, тъй като всички провинции на {owner.mission_kingdom:s} вече са приели {owner.kingdom.religion:ism}."
"PreachersEvent.caption";"Лъжливи проповедници в нашето царство"
"PreachersEvent.body";"Сър, фалшиви проповедници разпространяват {owner.kingdom.religion:ism} по нашите земи, с помощта на чужд шпионин! Техните учения вече са пуснали корени в {realms}."
"PreachersEvent.body#2";"Нашите хора в {realms} са загубили вярата си и сега следват {owner.kingdom.religion:ism}! Чужд шпионин разпространява тези фалшиви вярвания зад гърба ни..."
"PuppetStealTreasuryAction.name";"Ограбете хазната"
"PuppetStealTreasuryAction.tooltip";"Накарайте {target} да открадне злато от съкровищницата на {owner.mission_kingdom:s}"
"PuppetStealTreasuryAction.prepare_status_text";"{action.target} търси скрити пътища, водещи към и извън съкровищницата на {action.owner.mission_kingdom:s}."
"PuppetStealTreasuryAction.inline_descr";"Откраднете голямо количество злато от съкровищницата на {owner.mission_kingdom:s}"
"PuppetStealTreasuryAction.mk_inline_descr";"Откраднете злато от нашата съкровищница"
"PuppetStealTreasuryAction.src_messages.success_undetected";"Планът за грабеж на {owner} е успешен с помощта на {target}! Скоро {owner.mission_kingdom:ians} ще открият, че {gold_amount}{gold_icon} липсва от съкровищницата им."
"PuppetStealTreasuryAction.src_messages.success_undetected#2";"С помощта на няколко наети главорези, {target} и {owner} прихванаха голяма пратка злато, насочена към {owner.mission_kingdom.capital_realm}. Те направиха бърза работа с конвоя и успяха да откраднат {gold_amount}{gold_icon}, която току-що пристигна в нашата хазна."
"PuppetStealTreasuryAction.src_messages.success_revealed";"Беше рисковано, но {target} успя - {gold_amount}{gold_icon} вече пътува от съкровищницата на {owner.mission_kingdom:s} до нашата столица! За съжаление, нашият {owner} беше хванат, докато помагаше за транспортирането на товара."
"PuppetStealTreasuryAction.src_messages.success_revealed#2";"{target} се опита да получи достъп до записите за разходите на {owner.mission_kingdom:s}, така че да скрие голяма сума злато и да я пренасочи към нашата хазна. Уви, той беше хванат в крачка. За да спаси кожата си, {target.class_title} трябваше да разкрие нашия шпионин."
"PuppetStealTreasuryAction.src_messages.fail_undetected";"{target} не успя да се промъкне в съкровищницата на {owner.mission_kingdom:s} и не можа да открадне злато."
"PuppetStealTreasuryAction.src_messages.fail_undetected#2";"{target} твърди, че знае за таен подземен тунел, водещ директно до съкровищницата на {target.kingdom:s}. Но когато {owner} последва указанията на марионетката си, той се озова в канализацията на крепост, принадлежаща на местен лорд."
"PuppetStealTreasuryAction.src_messages.fail_revealed";"{target} се опита да получи достъп до хазната на {owner.mission_kingdom:ian}, но пазачите бяха достатъчно умни да не му се доверят. Той не можа да скрие следите си и по-късно се разбра, че {owner} също е разкрит като виновник."
"PuppetStealTreasuryAction.src_messages.fail_revealed#2";"Оказа се, че {target} не се ползва с толкова доверие от своя владетел, тъй като му беше отказан достъп до кралската съкровищница на {owner.mission_kingdom}. Нашата кукла също се оказа плъх и съобщи за {owner}!"
"PuppetStealTreasuryAction.src_messages.plot_revealed";"Нашият {owner} беше разкрит, докато подготвяше парцела си за {inline_descr}!"
"PuppetStealTreasuryAction.mission_kingdom_messages.success_revealed";"{src_kingdom:anian:cap} шпионин открадна {gold_amount}{gold_icon} от нашата хазна с помощта на един от нашите търговци!"
"PuppetStealTreasuryAction.mission_kingdom_messages.success_revealed#2";"Сър, бяхме ограбени! Според нашите записи {gold_amount}{gold_icon} липсва от нашата хазна. Нашите пазачи успяха да хванат {src_kingdom:anian} шпионин, който най-вероятно е виновникът за това."
"PuppetStealTreasuryAction.mission_kingdom_messages.fail_revealed";"Алчен червей от {src_kingdom} се опитваше да открадне от съкровищницата ни! Трябва да затегнем сигурността си, за да не би други досадни шпиони да се опитат да ни ограбят богатствата ни."
"PuppetStealTreasuryAction.mission_kingdom_messages.fail_revealed#2";"Трудно е за вярване, но имаме доказателство, че {src_kingdom:anian} е бил достатъчно глупав, за да се опита да открадне от съкровищницата ни!"
"PuppetStealTreasuryAction.mission_kingdom_messages.plot_revealed";"{src_kingdom:anian:cap} шпионин беше разкрит, докато се подготвяше за {mk_inline_descr}!"
"PuppetStealTreasuryAction.cancelled_message_caption";"Кражбата на хазната е спряна"
"StolenTreasuryEvent.caption";"Нашата хазна беше ограбена"
"StolenTreasuryEvent.body";"Чужд шпионин открадна {gold_amount}{gold_icon} от нашата хазна с помощта на {target}! Още по-лошо - нашият търговец е избягал от нашето кралство и е освободил мястото си в нашия двор."
"StolenTreasuryEvent.body#2";"Сър, моля да ни извините, но {gold_amount}{gold_icon} липсва от нашата хазна! Изглежда, че подлата постъпка е извършена от {target}, който избяга от нашето кралство с помощта на чужд шпионин."
"StolenTreasuryEvent.body#3";"Един от нашите търговци, това алчно копеле {target}, ограби хазната ни и избяга от кралството с {gold_amount}{gold_icon}! Той действаше заедно с чужд шпионин, който все още дебне в нашето кралство."
"PuppetFundRebelsAction.name";"Финансирайте местните бунтовници"
"PuppetFundRebelsAction.tooltip";"Накарайте {target} да подсили бунтовническите сили в {owner.mission_kingdom} с допълнителни войски"
"PuppetFundRebelsAction.prepare_status_text";"{action.target} тайно изпраща нощни пратки с кралски оръжия и броня до местните бунтовнически лидери."
"PuppetFundRebelsAction.inline_descr";"Подкрепете бунтовническите армии в {owner.mission_kingdom}"
"PuppetFundRebelsAction.mk_inline_descr";"Подкрепете бунтовниците, бродещи из нашите територии"
"PuppetFundRebelsAction.src_messages.success_undetected";"Благодарение на {target} нашите средства достигнаха до бунтовниците в {owner.mission_kingdom}! {owner.mission_kingdom.KingdomType} със сигурност ще има някои проблеми сега."
"PuppetFundRebelsAction.src_messages.success_undetected#2";"{target} успешно финансира бунтовническите армии на {owner.mission_kingdom}, като подкупи правилните пазачи и организира периодични доставки на оръжия и броня."
"PuppetFundRebelsAction.src_messages.success_revealed";"С помощта на {target}, {owner} успя да изпрати нови провизии и оръжия на бунтовническите армии в рамките на {owner.mission_kingdom}, превръщайки се в още по-голяма заплаха! За съжаление, пратките бяха проследени до нашия шпионин."
"PuppetFundRebelsAction.src_messages.success_revealed#2";"{owner} успя да намери шепа селяни от {owner.mission_kingdom:ian}, които бяха готови да вземат оръжие и да се присъединят към бунтовниците в {owner.mission_kingdom}. Докато местните бунтове нараснаха по размер, това също привлече вниманието към нашия шпионин, който беше разкрит, докато агитираше местните."
"PuppetFundRebelsAction.src_messages.fail_undetected";"Уви, {target} не успя да финансира бунтовническите сили в {owner.mission_kingdom}. Нашият {owner} остава неоткрит."
"PuppetFundRebelsAction.src_messages.fail_undetected#2";"{owner} направи всичко възможно, но не успя да намери безопасен начин за изпращане на пратки до бунтовниците в {owner.mission_kingdom}. Изглежда {owner.mission_kingdom:ians} са повишили сигурността си с увеличен брой пазачи, патрулиращи градове и селища."
"PuppetFundRebelsAction.src_messages.fail_revealed";"Докато {target} в {owner.mission_kingdom} се опитваше да осигури подкрепления за местните бунтовници, той попадна в засада и едва се измъкна жив. За съжаление нашата кукла също остави своите поръчки от {owner}."
"PuppetFundRebelsAction.src_messages.fail_revealed#2";"Неизвестни пазачи в {owner.mission_kingdom} задържаха {target}, който трябваше да изпрати подкрепления на бунтовниците там! За да спаси собствения си живот, нашата марионетка трябваше да разкрие {owner} като заговорник."
"PuppetFundRebelsAction.src_messages.plot_revealed";"Нашият {owner} беше разкрит, докато подготвяше парцела си за {inline_descr}!"
"PuppetFundRebelsAction.mission_kingdom_messages.success_revealed";"Милорд, мръсните бунтовници, които бродят по нашите земи, нараснаха! Всички следи водят до {src_kingdom:anian} шпионин, който е бил забелязан да помага на известни лидери на бунта."
"PuppetFundRebelsAction.mission_kingdom_messages.fail_revealed";"Хванахме {src_kingdom:anian} шпионин, опитващ се да набере нови войници за бунтовници в нашите земи! Нашите гардове се погрижиха заговорът на натрапника да не се осъществи."
"PuppetFundRebelsAction.mission_kingdom_messages.fail_revealed#2";"Сър, хванахме {src_kingdom:anian} шпионин да преговаря с бунтовническа армия в една от нашите провинции!"
"PuppetFundRebelsAction.mission_kingdom_messages.plot_revealed";"{src_kingdom:anian:cap} шпионин беше разкрит, докато се подготвяше за {mk_inline_descr}!"
"PuppetFundRebelsAction.cancelled_message_caption";"Финансирането на бунтовниците е спряно"
"PuppetFundRebelsAction.cancelled_message_texts.rebellion_ended";"{owner} беше принуден да оттегли обратно всичките си пратки, тъй като всички бунтове в {owner.mission_kingdom} приключиха."
"PuppetFundRebelsAction.cancelled_message_texts.rebellion_zone_left";"{owner} беше принуден да върне обратно всичките си пратки, тъй като бунтовниците в {owner.mission_kingdom} се преместиха в по-далечни земи."
"RebelsStrethenedEvent.caption";"Бунтовниците засилени"
"RebelsStrethenedEvent.body";"Милорд, мръсните бунтовници, които бродят по нашите земи, нараснаха! Повечето следи водят до неизвестен чужд шпионин, който е бил забелязан да помага на известни лидери на бунта."
"RebelsStrethenedEvent.body#2";"Някой е помагал на бунтовниците в нашите земи, укрепвайки силите им зад гърба ни! Подозираме, че е бил чужд шпионин."
"RebelsStrethenedEvent.body#3";"Сър, значителен брой оръжия и брони са изчезнали от нашия кралски арсенал. Изглежда шпионин ги е насочил към местните бунтовници!"
"PuppetPlotAssassinationAction.name";"Заговор за убийство"
"PuppetPlotAssassinationAction.tooltip";"Организирайте убийството на {arg} от {owner.mission_kingdom}"
"PuppetPlotAssassinationAction.prepare_status_text";"{owner} планира убийството на {action.arg}."
"PuppetPlotAssassinationAction.success_fail.sf_skills_and_traditions.name";"Умения и традиции"
"PuppetPlotAssassinationAction.inline_descr";"Организирайте убийството на член на {owner.mission_kingdom:s} кралското семейство"
"PuppetPlotAssassinationAction.mk_inline_descr";"Организирайте убийството на член на нашето кралско семейство"
"PuppetPlotAssassinationAction.src_messages.success_undetected";"Сър, нашата мисия да елиминираме член на {owner.mission_kingdom:s} кралски [{arg.is_royal_child:if}семеен|съд] беше успешна! В крайна сметка {target} успя да [{arg.is_young:if_not}{arg.is_adult:if_not}{arg.is_old:if_not}{arg.is_venerable:if_not} да се промъкне в стаята на {arg:s} и да убие горкото дете в [{arg.is_prince:if}спа му|нея сън]|{arg.is_royal_child:if}{arg.is_infant:if_not}{arg.is_juvenile:if_not}{arg.army:if_not}{arg.mission_kingdom:if_not}отрова {arg:s} пие по време на кралски банкет|{arg.army:if} се вмъква в {arg:s} палатка и отрови водата му| вмъкнете се в {arg:s} жилище и отровете виното му] без да бъде открит."
"PuppetPlotAssassinationAction.src_messages.success_undetected#2";"Както заповядахме, {target} успешно елиминира член на {owner.mission_kingdom:s} кралски [{arg.is_royal_child:if}семеен|съд]! От това, което чухме, {arg} претърпяха смъртта си в нещо, което изглеждаше като случайно падане."
"PuppetPlotAssassinationAction.src_messages.success_undetected#3";"{target} се оказа смъртоносен убиец и изпълняваше педантично заповедите на {owner:s}, отнемайки живота на {arg}, без никой да забележи."
"PuppetPlotAssassinationAction.src_messages.success_revealed";"Това беше доста брутална проява, но {target} успешно уреди смъртта на {arg}. Уви, нашият {owner} беше разкрит като ключов заговорник."
"PuppetPlotAssassinationAction.src_messages.success_revealed#2";"С помощта на {target}, {owner} успя да убие {arg} в съня им! Нашият шпионин обаче не беше съвсем тих и беше чут от някои пазачи наблизо."
"PuppetPlotAssassinationAction.src_messages.fail_undetected";"Нашата марионетка, {target}, не успя да убие един от {owner.mission_kingdom:s} членове на кралското семейство. Въпреки това нашият шпионин остава незабелязан."
"PuppetPlotAssassinationAction.src_messages.fail_undetected#2";"Пазачите в {owner.mission_kingdom} се оказаха много внимателни и всички планове на {target:s} за убийство не можаха да бъдат изпълнени."
"PuppetPlotAssassinationAction.src_messages.fail_revealed";"След дълго планиране и обмисляне опитите на {target:s} да убият член на кралското семейство на {owner.mission_kingdom:s} се провалиха грандиозно."
"PuppetPlotAssassinationAction.src_messages.fail_revealed#2";"{owner} планираше убийството на {arg} в продължение на много седмици, но когато дойде моментът, той осъзна, че не е способен да убие никого. Потънал в скръб, нашият шпионин дори спря да плаща на {target} своите подкупи, което принуди {target.kingdom:ian} да разкрие нашия шпионин."
"PuppetPlotAssassinationAction.src_messages.plot_revealed";"Нашият {owner} беше разкрит, докато подготвяше парцела си за {inline_descr}!"
"PuppetPlotAssassinationAction.mission_kingdom_messages.success_revealed";"{arg} беше намерен убит! Не успяхме да открием следи, които да ни насочат към убиеца. Ние обаче открихме заповеди, издадени от {src_kingdom:s} {src_kingdom.king.title}."
"PuppetPlotAssassinationAction.mission_kingdom_messages.fail_revealed";"{src_kingdom:anian:cap} шпионин се опитваше да убие член на нашето кралско семейство! За щастие няма загинали."
"PuppetPlotAssassinationAction.mission_kingdom_messages.plot_revealed";"Открихме доказателства, че {src_kingdom:anian} шпионин е планирал убийството на член на нашето кралско семейство!"
"PuppetPlotAssassinationAction.cancelled_message_caption";"Опитът за убийство е спрян"
"PuppetPlotAssassinationAction.cancelled_message_texts.kingdom_changed";"{arg} успя да се измъкне на косъм от лапите на {owner:s}, тъй като вече не служи на съда на {owner.mission_kingdom:s}."
"PuppetPlotAssassinationAction.cancelled_message_texts.imprisoned";"{arg} за съжаление е извън обсега на нашия шпионин и в момента гние в подземието на {arg.prison_kingdom}."
"PuppetPlotAssassinationAction.cancelled_message_texts.dying";"{arg} е мъртъв! Малко жалко, тъй като {target} беше толкова развълнуван да извърши убийството си..."
"RoyalAssassinationEvent.caption";"Нашият {obj.title} беше убит"
"RoyalAssassinationEvent.body";"{arg} беше намерен убит! Не успяхме да открием следи, които да ни насочат към убиеца. Все пак открихме заповеди, издадени от някой извън нашето кралство, най-вероятно чужд шпионин."
"RoyalAssassinationEvent.body#2";"Сър, {arg} е намерен да лежи мъртъв! За последно с него е видяна неизвестна фигура с качулка, несъмнено чужд шпионин. Змията, отговорна за това, трябва да бъде обесена!"
"RoyalAssassinationEvent.body#3";"{arg} беше намерен убит! Изглежда, че това е дело на чуждестранен шпионин, тъй като не успяхме да открием никакви следи, които да ни насочат към убиеца."
"PuppetHandOverTheCrownAction.name";"Предай короната"
"PuppetHandOverTheCrownAction.tooltip";"Поръчайте на {target} да организира предаването на {target.kingdom:s} територии към нас."
"PuppetHandOverTheCrownAction.prepare_status_text";"{action.target} търси начини да организира предаването на {action.owner.mission_kingdom:s} земи към нас."
"PuppetHandOverTheCrownAction.success_fail.sf_is_great_power.name";"Те са велика сила"
"PuppetHandOverTheCrownAction.inline_descr";"принуди {target} да ни предаде техните територии"
"PuppetHandOverTheCrownAction.mk_inline_descr";"Убедете нашия {owner.mission_kingdom.king.title} да предаде някои от земите си"
"PuppetHandOverTheCrownAction.src_messages.success_undetected";"Нашият {owner} успя в заговора си за {inline_descr} и успя да остане незабелязан!"
"PuppetHandOverTheCrownAction.src_messages.success_revealed";"Нашият {owner} успя в заговора си за {inline_descr}, но беше разкрит!"
"PuppetHandOverTheCrownAction.src_messages.fail_undetected";"{target} съобщи на нашия шпионин, че сега не е най-доброто време за предаване на която и да е от териториите на {owner.mission_kingdom:s}. След няколко разговора той е загрижен, че благородството на {owner.mission_kingdom} ще се разбунтува."
"PuppetHandOverTheCrownAction.src_messages.fail_undetected#2";"{target} отказа да предаде която и да е от земите си на нашия {owner.kingdom.KingdomType}. Според {owner.mission_kingdom:ian} {owner.mission_kingdom.king.title} идеите на {owner:s} са „абсурдни“ и биха обесили и двамата."
"PuppetHandOverTheCrownAction.src_messages.fail_undetected#3";"{owner} уреди тайна среща с {target} и се опита да убеди {owner.mission_kingdom:ian} да предаде част от земите си на нашия {owner.kingdom.KingdomType}. Нашият шпионин обаче беше незабавно помолен да напусне и никога да не смее да говори за плановете си на никого."
"PuppetHandOverTheCrownAction.src_messages.fail_revealed";"{target} от {owner.mission_kingdom} отказа да ни предаде която и да е от своите територии! Мелезът се оказал предател и наредил залавянето на нашия шпионин."
"PuppetHandOverTheCrownAction.src_messages.fail_revealed#2";"Мигове преди да подпише съдбоносните документи, {target} от {owner.mission_kingdom} реши да откаже да ни предаде която и да е от земите си. Във внезапен проблясък на лудост той разкри нашия шпионин като предател!"
"PuppetHandOverTheCrownAction.src_messages.fail_revealed#3";"За съжаление {owner} отказа да ни предаде която и да е от земите си. Самото предложение ядоса {target.title} силно, толкова много, че той незабавно нареди залавянето на нашия шпионин!"
"PuppetHandOverTheCrownAction.src_messages.plot_revealed";"Нашият {owner} беше разкрит, докато подготвяше парцела си за {inline_descr}!"
"PuppetHandOverTheCrownAction.src_messages.list.final_separator";" и "
"PuppetHandOverTheCrownAction.mission_kingdom_messages.success_revealed";"[{no_valid_realms:if}Нашият {owner.mission_kingdom.king.title} е бил обект на лошия шепот на {src_kingdom:anian} шпионин! За наш късмет плъхът беше твърде бавен и не можа да ни нарани...|Нашият {owner.mission_kingdom.king.title} се оказа кротък владетел: {src_kingdom:anian} шпионин отрови ума му и той се съгласи да предаде {realms} на {src_kingdom}!]"
"PuppetHandOverTheCrownAction.mission_kingdom_messages.fail_revealed";"{src_kingdom:anian:cap} шпионин беше открит да измъчва ума на {owner.mission_kingdom.king:s}, като го лъжеше, за да раздаде нашите провинции! Такова катастрофално предателство можеше да разкъса нашето кралство."
"PuppetHandOverTheCrownAction.mission_kingdom_messages.fail_revealed#2";"Сър, открихме, че {src_kingdom:anian} шпионин тайно разговаря с нашия {owner.mission_kingdom.king.title} с надеждата да ни предаде земите!"
"PuppetHandOverTheCrownAction.mission_kingdom_messages.plot_revealed";"{src_kingdom:anian:cap} шпионин беше разкрит, докато се подготвяше за {mk_inline_descr}!"
"PuppetHandOverTheCrownAction.cancelled_message_caption";"Предаването на короната е спряно"
"CrownHandedOverEvent.caption";"[{no_valid_realms:if}Чуждестранен шпионин се опита да превземе нашите земи|Загубихме някои провинции!]"
"CrownHandedOverEvent.body";"[{no_valid_realms:if}Сър, открихме чужд шпионин, който се опитва да уреди предаването на нашите земи!|Нашият {owner.mission_kingdom.king.title} предаде {realms} на {src_kingdom}! Страхливият предател беше под влиянието на чуждестранен шпионин и напусна нашите земи, поставяйки ни във война с {src_kingdom}. Трябва да се бием и да си върнем земите веднага!]"
"PuppetAbandonCaliphateAction.name";"Премахване на халифата"
"PuppetAbandonCaliphateAction.tooltip";"Принудете {target} да се откаже от титлата си халиф"
"PuppetAbandonCaliphateAction.prepare_status_text";"{owner} търси начини да лиши {action.target} от титлата си на халиф."
"PuppetAbandonCaliphateAction.inline_descr";"Принудете {target} да изостави титлата си на халиф"
"PuppetAbandonCaliphateAction.mk_inline_descr";"Убедете нашия {owner.mission_kingdom.king.title} да се откаже от титлата си на халифат"
"PuppetAbandonCaliphateAction.src_messages.success_undetected";"Сър, {owner} не успя да убеди {owner.mission_kingdom.king} да премахне титлата си на халиф. Имаме късмет, че той не загуби главата си в процеса."
"PuppetAbandonCaliphateAction.src_messages.success_revealed";"Sire success_revealed PuppetAbandonCaliphateAction"
"PuppetAbandonCaliphateAction.src_messages.fail_undetected";"Sire success_revealed PuppetAbandonCaliphateAction"
"PuppetAbandonCaliphateAction.src_messages.fail_revealed";"Сър, fail_revealed PuppetAbandonCaliphateAction"
"PuppetAbandonCaliphateAction.src_messages.plot_revealed";"Сър, plot_revealed PuppetAbandonCaliphateAction"
"PuppetAbandonCaliphateAction.mission_kingdom_messages.success_revealed";"success_revealed PuppetAbandonCaliphateAction"
"PuppetAbandonCaliphateAction.mission_kingdom_messages.fail_revealed";"fail_revealed PuppetAbandonCaliphateAction"
"PuppetAbandonCaliphateAction.mission_kingdom_messages.plot_revealed";"plot_revealed PuppetAbandonCaliphateAction"
"AbandonCaliphateEvent.caption";"Титлата халиф е изоставена"
"AbandonCaliphateEvent.body";"Нашият крал се отказа от титлата халиф! Ние вече не сме халифат и мюсюлманският свят вече няма да ни смята за свой лидер."
"PuppetPlotAbolishAutocephaly.name";"Премахване на автокефалията"
"PuppetPlotAbolishAutocephaly.tooltip";"Принудете {target} да подчини {target.kingdom} на Вселенския патриарх."
"PuppetPlotAbolishAutocephaly.prepare_status_text";"{owner} урежда премахването на {action.target:s} независима църква."
"PuppetPlotAbolishAutocephaly.inline_descr";"Принудете {target} да подчини {target.kingdom} на Вселенския патриарх"
"PuppetPlotAbolishAutocephaly.mk_inline_descr";"Принудете {target} да подчини църквата ни на Вселенския патриарх"
"PuppetPlotAbolishAutocephaly.src_messages.new_opportunity";"С помощта на {target}, {owner} може да се опита да наложи подчинение на {target.kingdom} на Вселенския патриарх. Това ще лиши църквата {target.kingdom:ian} от нейната автокефална държава и ще попречи значително на нейното духовенство."
"PuppetPlotAbolishAutocephaly.src_messages.success_undetected";"Като дърпа правилните връзки и обещава солидни суми злато, {owner} успява да убеди {target} да обяви подчинение на {target.kingdom}. Така църквата му вече не е автокафална!"
"PuppetPlotAbolishAutocephaly.src_messages.success_undetected#2";"{target:s} корумпираната лоялност към нашия шпионин се оказа много по-голяма, отколкото сме очаквали. По някакъв начин нашата марионетка успя да убеди своя {target.kingdom.king.title} да обяви официално подчинението на неговата църква на вселенския патриарх!"
"PuppetPlotAbolishAutocephaly.src_messages.success_revealed";"Църквата {target.kingdom:ian} е подчинена на Вселенския патриарх, благодарение на заговора на {owner:s}! Уви, {target} се оказа упорит глупак и разкри нашия шпионин като свой заговорник."
"PuppetPlotAbolishAutocephaly.src_messages.fail_undetected";"{owner} направи всичко възможно да убеди {target} да уреди подчинението на църквата {target.kingdom:s}. Уви, нашата марионетка се изплаши твърде много и отказа да участва в такова дръзко начинание."
"PuppetPlotAbolishAutocephaly.src_messages.fail_revealed";"Използвайки {target:s} вече установени връзки в {target.kingdom:s} духовенството, {owner} прекара месеци, за да го убеждава, заедно с местните религиозни фигури, че {target.kingdom:s} църквата трябва да бъде подчинена. Но докато се съгласиха, ролята на нашия шпионин беше твърде очевидна, което доведе до разкриването му и провала на заговора му."
"PuppetPlotAbolishAutocephaly.src_messages.fail_revealed#2";"Уви, {owner} не можа да наложи подчинение на {target.kingdom:ian} църква. Изглежда честите му посещения на {target} привлякоха твърде много внимание, което доведе до ненавременното разкриване на нашия шпионин."
"PuppetPlotAbolishAutocephaly.mission_kingdom_messages.success_revealed";"Сър, {target} обяви публично, че нашата църква е подчинена на Вселенския патриарх. Каквото е направено, е направено, но успяхме да посочим виновника за това неочаквано събитие като {owner.kingdom:ian} шпионин."
